Company Name,Job Title,Salaries Reported,Location,Salary,Currency,Sal,freq,Tot_sal,Company Name_preprocessed,Job Title_preprocessed,Location_preprocessed,Company_Title,Location_Title
Dun & Bradstreet,Data Scientist,1.0,Bangalore,"₹19,04,025/yr",₹,1904025,yr,1904025,dunbradstreet,datascientist,bangalore,dunbradstreetdatascientist,bangaloredatascientist
Zolo,Data Scientist,1.0,Bangalore,"₹12,21,750/yr",₹,1221750,yr,1221750,zolo,datascientist,bangalore,zolodatascientist,bangaloredatascientist
HSBC Electronic Data Processing India,Data Scientist,1.0,Bangalore,"₹16,22,364/yr",₹,1622364,yr,1622364,hsbcelectronicdataprocessingindia,datascientist,bangalore,hsbcelectronicdataprocessingindiadatascientist,bangaloredatascientist
First Student,Data Scientist,1.0,Bangalore,"₹56,274/mo",₹,56274,mo,675288,firststudent,datascientist,bangalore,firststudentdatascientist,bangaloredatascientist
Inventeron Technologies And Business Solutions,Data Scientist,1.0,Bangalore,"₹4,37,437/yr",₹,437437,yr,437437,inventerontechnologiesandbusinesssolutions,datascientist,bangalore,inventerontechnologiesandbusinesssolutionsdatascientist,bangaloredatascientist
qbeats,Data Scientist,1.0,Bangalore,"₹4,80,000/yr",₹,480000,yr,480000,qbeats,datascientist,bangalore,qbeatsdatascientist,bangaloredatascientist
Symphony RetailAI,Data Scientist,1.0,Bangalore,"₹19,62,431/yr",₹,1962431,yr,1962431,symphonyretailai,datascientist,bangalore,symphonyretailaidatascientist,bangaloredatascientist
College Internship Program,Data Scientist,1.0,Bangalore,"₹15,210/mo",₹,15210,mo,182520,collegeinternshipprogram,datascientist,bangalore,collegeinternshipprogramdatascientist,bangaloredatascientist
Goo-Goo Express Wash,Data Scientist,1.0,Bangalore,"₹3,37,422/yr",₹,337422,yr,337422,googooexpresswash,datascientist,bangalore,googooexpresswashdatascientist,bangaloredatascientist
Careerera,Data Scientist,1.0,Bangalore,"₹12,84,643/yr",₹,1284643,yr,1284643,careerera,datascientist,bangalore,careereradatascientist,bangaloredatascientist
Novozymes,Data Scientist,1.0,Bangalore,"₹18,41,987/yr",₹,1841987,yr,1841987,novozymes,datascientist,bangalore,novozymesdatascientist,bangaloredatascientist
NeenOpal,Data Scientist,1.0,Bangalore,"₹15,660/mo",₹,15660,mo,187920,neenopal,datascientist,bangalore,neenopaldatascientist,bangaloredatascientist
neha gupta,Data Scientist,1.0,Bangalore,"₹5,00,000/yr",₹,500000,yr,500000,nehagupta,datascientist,bangalore,nehaguptadatascientist,bangaloredatascientist
Sling Media,Data Scientist,1.0,Bangalore,"₹12,06,266/yr",₹,1206266,yr,1206266,slingmedia,datascientist,bangalore,slingmediadatascientist,bangaloredatascientist
Futureware Technologies,Data Scientist,1.0,Bangalore,"₹4,15,492/yr",₹,415492,yr,415492,futurewaretechnologies,datascientist,bangalore,futurewaretechnologiesdatascientist,bangaloredatascientist
Fortraiz Infosec,Data Scientist,1.0,Bangalore,"₹8,23,360/yr",₹,823360,yr,823360,fortraizinfosec,datascientist,bangalore,fortraizinfosecdatascientist,bangaloredatascientist
Confidential,Data Scientist,1.0,Bangalore,"₹14,32,516/yr",₹,1432516,yr,1432516,confidential,datascientist,bangalore,confidentialdatascientist,bangaloredatascientist
Freelancer,Data Scientist,1.0,Bangalore,"₹1,507/hr",₹,1507,hr,13020480,freelancer,datascientist,bangalore,freelancerdatascientist,bangaloredatascientist
Maruti Suzuki,Data Scientist,1.0,Bangalore,"₹30,000/mo",₹,30000,mo,360000,marutisuzuki,datascientist,bangalore,marutisuzukidatascientist,bangaloredatascientist
Maharshi,Data Scientist,1.0,Bangalore,"₹7,83,002/yr",₹,783002,yr,783002,maharshi,datascientist,bangalore,maharshidatascientist,bangaloredatascientist
HSBC,Data Scientist,1.0,Bangalore,"₹12,00,000/yr",₹,1200000,yr,1200000,hsbc,datascientist,bangalore,hsbcdatascientist,bangaloredatascientist
CommerceIQ,Data Scientist,1.0,Bangalore,"₹22,07,174/yr",₹,2207174,yr,2207174,commerceiq,datascientist,bangalore,commerceiqdatascientist,bangaloredatascientist
Wipro,Data Scientist,1.0,Bangalore,"₹16,05,804/yr",₹,1605804,yr,1605804,wipro,datascientist,bangalore,wiprodatascientist,bangaloredatascientist
Soroco,Data Scientist,1.0,Bangalore,"₹17,39,484/yr",₹,1739484,yr,1739484,soroco,datascientist,bangalore,sorocodatascientist,bangaloredatascientist
StoneX,Data Scientist,1.0,Bangalore,"₹16,34,312/yr",₹,1634312,yr,1634312,stonex,datascientist,bangalore,stonexdatascientist,bangaloredatascientist
Pluralsight,Data Scientist,1.0,Bangalore,"₹18,50,000/yr",₹,1850000,yr,1850000,pluralsight,datascientist,bangalore,pluralsightdatascientist,bangaloredatascientist
Indian Statistical Institute,Data Scientist,1.0,Bangalore,"₹27,132/mo",₹,27132,mo,325584,indianstatisticalinstitute,datascientist,bangalore,indianstatisticalinstitutedatascientist,bangaloredatascientist
Samsung Research America,Data Scientist,1.0,Bangalore,"₹12,35,040/yr",₹,1235040,yr,1235040,samsungresearchamerica,datascientist,bangalore,samsungresearchamericadatascientist,bangaloredatascientist
Sabre,Data Scientist,1.0,Bangalore,"₹25,81,613/yr",₹,2581613,yr,2581613,sabre,datascientist,bangalore,sabredatascientist,bangaloredatascientist
Im a fresher stop asking me,Data Scientist,1.0,Bangalore,"₹14,00,000/yr",₹,1400000,yr,1400000,imafresherstopaskingme,datascientist,bangalore,imafresherstopaskingmedatascientist,bangaloredatascientist
Tesco Bengaluru,Data Scientist,1.0,Bangalore,"₹25,12,238/yr",₹,2512238,yr,2512238,tescobengaluru,datascientist,bangalore,tescobengalurudatascientist,bangaloredatascientist
Big Data Science Research,Data Scientist,1.0,Bangalore,"₹7,42,880/yr",₹,742880,yr,742880,bigdatascienceresearch,datascientist,bangalore,bigdatascienceresearchdatascientist,bangaloredatascientist
Collabera,Data Scientist,1.0,Bangalore,"₹5,11,613/yr",₹,511613,yr,511613,collabera,datascientist,bangalore,collaberadatascientist,bangaloredatascientist
Gear up,Data Scientist,1.0,Bangalore,"₹11,25,549/yr",₹,1125549,yr,1125549,gearup,datascientist,bangalore,gearupdatascientist,bangaloredatascientist
Allegion,Data Scientist,1.0,Bangalore,"₹12,88,025/yr",₹,1288025,yr,1288025,allegion,datascientist,bangalore,allegiondatascientist,bangaloredatascientist
M-SIX Technology,Data Scientist,1.0,Bangalore,"₹10,12,266/yr",₹,1012266,yr,1012266,msixtechnology,datascientist,bangalore,msixtechnologydatascientist,bangaloredatascientist
Evalueserve,Data Scientist,1.0,Bangalore,"₹20,00,000/yr",₹,2000000,yr,2000000,evalueserve,datascientist,bangalore,evalueservedatascientist,bangaloredatascientist
Orbinet Technologies,Data Scientist,1.0,Bangalore,"₹7,22,612/mo",₹,722612,mo,8671344,orbinettechnologies,datascientist,bangalore,orbinettechnologiesdatascientist,bangaloredatascientist
InnovatorsBay,Data Scientist,1.0,Bangalore,"₹57,698/mo",₹,57698,mo,692376,innovatorsbay,datascientist,bangalore,innovatorsbaydatascientist,bangaloredatascientist
Epsilon,Data Scientist,1.0,Bangalore,"₹16,93,373/yr",₹,1693373,yr,1693373,epsilon,datascientist,bangalore,epsilondatascientist,bangaloredatascientist
Sravathi AI Technology,Data Scientist,1.0,Bangalore,"₹7,00,000/yr",₹,700000,yr,700000,sravathiaitechnology,datascientist,bangalore,sravathiaitechnologydatascientist,bangaloredatascientist
Reliance Industries,Data Scientist,1.0,Bangalore,"₹5,62,370/yr",₹,562370,yr,562370,relianceindustries,datascientist,bangalore,relianceindustriesdatascientist,bangaloredatascientist
GrayMatter Software Services,Data Scientist,1.0,Bangalore,"₹6,22,191/yr",₹,622191,yr,622191,graymattersoftwareservices,datascientist,bangalore,graymattersoftwareservicesdatascientist,bangaloredatascientist
Elpis IT Solutions,Data Scientist,1.0,Bangalore,"₹17,12,858/yr",₹,1712858,yr,1712858,elpisitsolutions,datascientist,bangalore,elpisitsolutionsdatascientist,bangaloredatascientist
Prodotti Poliplastici,Data Scientist,1.0,Bangalore,"₹5,06,989/yr",₹,506989,yr,506989,prodottipoliplastici,datascientist,bangalore,prodottipoliplasticidatascientist,bangaloredatascientist
Sigmoid Analytics,Data Scientist,1.0,Bangalore,"₹9,75,232/yr",₹,975232,yr,975232,sigmoidanalytics,datascientist,bangalore,sigmoidanalyticsdatascientist,bangaloredatascientist
Acies,Data Scientist,1.0,Bangalore,"₹4,15,492/yr",₹,415492,yr,415492,acies,datascientist,bangalore,aciesdatascientist,bangaloredatascientist
Silfra Technologies,Data Scientist,1.0,Bangalore,"₹7,40,000/yr",₹,740000,yr,740000,silfratechnologies,datascientist,bangalore,silfratechnologiesdatascientist,bangaloredatascientist
MiQ,Data Scientist,1.0,Bangalore,"₹15,00,000/yr",₹,1500000,yr,1500000,miq,datascientist,bangalore,miqdatascientist,bangaloredatascientist
Enquero,Data Scientist,1.0,Bangalore,"₹14,80,908/yr",₹,1480908,yr,1480908,enquero,datascientist,bangalore,enquerodatascientist,bangaloredatascientist
CommerceIQ,Data Scientist,1.0,Bangalore,"₹1,00,326/mo",₹,100326,mo,1203912,commerceiq,datascientist,bangalore,commerceiqdatascientist,bangaloredatascientist
Safeducate Institute of Learning,Data Scientist,1.0,Bangalore,"₹8,26,553/yr",₹,826553,yr,826553,safeducateinstituteoflearning,datascientist,bangalore,safeducateinstituteoflearningdatascientist,bangaloredatascientist
Unbxd,Data Scientist,1.0,Bangalore,"₹28,38,406/yr",₹,2838406,yr,2838406,unbxd,datascientist,bangalore,unbxddatascientist,bangaloredatascientist
Hotify,Data Scientist,1.0,Bangalore,"₹13,36,995/yr",₹,1336995,yr,1336995,hotify,datascientist,bangalore,hotifydatascientist,bangaloredatascientist
HT Media,Data Scientist,1.0,Bangalore,"₹15,210/mo",₹,15210,mo,182520,htmedia,datascientist,bangalore,htmediadatascientist,bangaloredatascientist
Optimum Info Systems,Data Scientist,1.0,Bangalore,"₹5,02,448/yr",₹,502448,yr,502448,optimuminfosystems,datascientist,bangalore,optimuminfosystemsdatascientist,bangaloredatascientist
Shiv Nadar University,Data Scientist,1.0,Bangalore,"₹6,13,936/yr",₹,613936,yr,613936,shivnadaruniversity,datascientist,bangalore,shivnadaruniversitydatascientist,bangaloredatascientist
Tata Health,Data Scientist,1.0,Bangalore,"₹11,24,740/yr",₹,1124740,yr,1124740,tatahealth,datascientist,bangalore,tatahealthdatascientist,bangaloredatascientist
Okay.com,Data Scientist,1.0,Bangalore,"₹2,14,107/yr",₹,214107,yr,214107,okaycom,datascientist,bangalore,okaycomdatascientist,bangaloredatascientist
Deccan Infosystems,Data Scientist,1.0,Bangalore,"₹5,15,891/yr",₹,515891,yr,515891,deccaninfosystems,datascientist,bangalore,deccaninfosystemsdatascientist,bangaloredatascientist
AXA,Data Scientist,1.0,Bangalore,"₹1,01,548/mo",₹,101548,mo,1218576,axa,datascientist,bangalore,axadatascientist,bangaloredatascientist
HyperWorks Imaging,Data Scientist,1.0,Bangalore,"₹15,55,476/yr",₹,1555476,yr,1555476,hyperworksimaging,datascientist,bangalore,hyperworksimagingdatascientist,bangaloredatascientist
DataWeave,Data Scientist,1.0,Bangalore,"₹18,05,869/yr",₹,1805869,yr,1805869,dataweave,datascientist,bangalore,dataweavedatascientist,bangaloredatascientist
Patrick,Data Scientist,1.0,Bangalore,"₹4,21,444/yr",₹,421444,yr,421444,patrick,datascientist,bangalore,patrickdatascientist,bangaloredatascientist
PlayShifu,Data Scientist,1.0,Bangalore,"₹8,35,202/yr",₹,835202,yr,835202,playshifu,datascientist,bangalore,playshifudatascientist,bangaloredatascientist
Other,Data Scientist,1.0,Bangalore,"₹1,07,054/yr",₹,107054,yr,107054,other,datascientist,bangalore,otherdatascientist,bangaloredatascientist
Exponentia DataLabs,Data Scientist,1.0,Bangalore,"₹1,00,000/mo",₹,100000,mo,1200000,exponentiadatalabs,datascientist,bangalore,exponentiadatalabsdatascientist,bangaloredatascientist
Mindtree,Data Scientist,1.0,Bangalore,"₹10,73,886/yr",₹,1073886,yr,1073886,mindtree,datascientist,bangalore,mindtreedatascientist,bangaloredatascientist
Artigiani Technologies,Data Scientist,1.0,Bangalore,"₹7,16,258/yr",₹,716258,yr,716258,artigianitechnologies,datascientist,bangalore,artigianitechnologiesdatascientist,bangaloredatascientist
Jindal Aluminium,Data Scientist,1.0,Bangalore,"₹4,80,000/yr",₹,480000,yr,480000,jindalaluminium,datascientist,bangalore,jindalaluminiumdatascientist,bangaloredatascientist
GE,Data Scientist,1.0,Bangalore,"₹12,38,390/yr",₹,1238390,yr,1238390,ge,datascientist,bangalore,gedatascientist,bangaloredatascientist
Netradyne,Data Scientist,1.0,Bangalore,"₹18,08,811/yr",₹,1808811,yr,1808811,netradyne,datascientist,bangalore,netradynedatascientist,bangaloredatascientist
Credit Suisse,Data Scientist,1.0,Bangalore,"₹15,00,000/yr",₹,1500000,yr,1500000,creditsuisse,datascientist,bangalore,creditsuissedatascientist,bangaloredatascientist
Freelancer,Data Scientist,1.0,Bangalore,"₹12,44,381/yr",₹,1244381,yr,1244381,freelancer,datascientist,bangalore,freelancerdatascientist,bangaloredatascientist
Commonwealth Bank of Australia,Data Scientist,1.0,Bangalore,"₹15,55,054/yr",₹,1555054,yr,1555054,commonwealthbankofaustralia,datascientist,bangalore,commonwealthbankofaustraliadatascientist,bangaloredatascientist
Cepheid,Data Scientist,1.0,Bangalore,"₹9,63,482/yr",₹,963482,yr,963482,cepheid,datascientist,bangalore,cepheiddatascientist,bangaloredatascientist
Talent Zone Consultants,Data Scientist,1.0,Bangalore,"₹2,40,871/yr",₹,240871,yr,240871,talentzoneconsultants,datascientist,bangalore,talentzoneconsultantsdatascientist,bangaloredatascientist
Starcom Information Technology,Data Scientist,1.0,Bangalore,"₹7,73,836/yr",₹,773836,yr,773836,starcominformationtechnology,datascientist,bangalore,starcominformationtechnologydatascientist,bangaloredatascientist
Pexitics,Data Scientist,1.0,Bangalore,"₹12,00,000/yr",₹,1200000,yr,1200000,pexitics,datascientist,bangalore,pexiticsdatascientist,bangaloredatascientist
Not Applicable,Data Scientist,1.0,Bangalore,"₹8,02,609/yr",₹,802609,yr,802609,notapplicable,datascientist,bangalore,notapplicabledatascientist,bangaloredatascientist
Equinor,Data Scientist,1.0,Bangalore,"₹26,76,340/yr",₹,2676340,yr,2676340,equinor,datascientist,bangalore,equinordatascientist,bangaloredatascientist
Datascribe Technologies,Data Scientist,1.0,Bangalore,"₹1,12,474/mo",₹,112474,mo,1349688,datascribetechnologies,datascientist,bangalore,datascribetechnologiesdatascientist,bangaloredatascientist
Evive,Data Scientist,1.0,Bangalore,"₹12,38,390/yr",₹,1238390,yr,1238390,evive,datascientist,bangalore,evivedatascientist,bangaloredatascientist
IBM,Data Scientist,1.0,Bangalore,"₹5,02,448/yr",₹,502448,yr,502448,ibm,datascientist,bangalore,ibmdatascientist,bangaloredatascientist
Akaike Technologies,Data Scientist,1.0,Bangalore,"₹7,46,629/yr",₹,746629,yr,746629,akaiketechnologies,datascientist,bangalore,akaiketechnologiesdatascientist,bangaloredatascientist
Jupiter Money,Data Scientist,1.0,Bangalore,"₹50,699/mo",₹,50699,mo,608388,jupitermoney,datascientist,bangalore,jupitermoneydatascientist,bangaloredatascientist
Tenzai,Data Scientist,1.0,Bangalore,"₹6,26,402/yr",₹,626402,yr,626402,tenzai,datascientist,bangalore,tenzaidatascientist,bangaloredatascientist
Grab,Data Scientist,1.0,Bangalore,"₹4,90,608/yr",₹,490608,yr,490608,grab,datascientist,bangalore,grabdatascientist,bangaloredatascientist
Pratilipi,Data Scientist,1.0,Bangalore,"₹34,47,524/yr",₹,3447524,yr,3447524,pratilipi,datascientist,bangalore,pratilipidatascientist,bangaloredatascientist
PK,Data Scientist,1.0,Bangalore,"₹13,30,194/yr",₹,1330194,yr,1330194,pk,datascientist,bangalore,pkdatascientist,bangaloredatascientist
Shashank Medi Pharma,Data Scientist,1.0,Bangalore,"₹2,35,379/yr",₹,235379,yr,235379,shashankmedipharma,datascientist,bangalore,shashankmedipharmadatascientist,bangaloredatascientist
Skandiabanken,Data Scientist,1.0,Bangalore,"₹20,46,452/yr",₹,2046452,yr,2046452,skandiabanken,datascientist,bangalore,skandiabankendatascientist,bangaloredatascientist
Rashi Information Services,Data Scientist,1.0,Bangalore,"₹4,17,954/yr",₹,417954,yr,417954,rashiinformationservices,datascientist,bangalore,rashiinformationservicesdatascientist,bangaloredatascientist
NielsenIQ,Data Scientist,1.0,Bangalore,"₹11,05,385/yr",₹,1105385,yr,1105385,nielseniq,datascientist,bangalore,nielseniqdatascientist,bangaloredatascientist
Practo Technologies,Data Scientist,1.0,Bangalore,"₹17,27,725/yr",₹,1727725,yr,1727725,practotechnologies,datascientist,bangalore,practotechnologiesdatascientist,bangaloredatascientist
Analytics India Magazine,Data Scientist,1.0,Bangalore,"₹16,05,804/yr",₹,1605804,yr,1605804,analyticsindiamagazine,datascientist,bangalore,analyticsindiamagazinedatascientist,bangaloredatascientist
Couture AI,Data Scientist,1.0,Bangalore,"₹21,00,000/yr",₹,2100000,yr,2100000,coutureai,datascientist,bangalore,coutureaidatascientist,bangaloredatascientist
Capital One,Data Scientist,1.0,Bangalore,"₹26,763/mo",₹,26763,mo,321156,capitalone,datascientist,bangalore,capitalonedatascientist,bangaloredatascientist
Mate Labs,Data Scientist,1.0,Bangalore,"₹8,35,202/yr",₹,835202,yr,835202,matelabs,datascientist,bangalore,matelabsdatascientist,bangaloredatascientist
Cognizant Technology Solutions,Data Scientist,1.0,Bangalore,"₹4,33,436/yr",₹,433436,yr,433436,cognizanttechnologysolutions,datascientist,bangalore,cognizanttechnologysolutionsdatascientist,bangaloredatascientist
Litifer,Data Scientist,1.0,Bangalore,"₹10,449/mo",₹,10449,mo,125388,litifer,datascientist,bangalore,litiferdatascientist,bangaloredatascientist
vitrana,Data Scientist,1.0,Bangalore,"₹10,00,000/yr",₹,1000000,yr,1000000,vitrana,datascientist,bangalore,vitranadatascientist,bangaloredatascientist
o9 Solutions,Data Scientist,1.0,Bangalore,"₹10,70,536/yr",₹,1070536,yr,1070536,o9solutions,datascientist,bangalore,o9solutionsdatascientist,bangaloredatascientist
L Brands,Data Scientist,1.0,Bangalore,"₹15,67,329/mo",₹,1567329,mo,18807948,lbrands,datascientist,bangalore,lbrandsdatascientist,bangaloredatascientist
Nuartin Labs,Data Scientist,1.0,Bangalore,"₹25,08,152/yr",₹,2508152,yr,2508152,nuartinlabs,datascientist,bangalore,nuartinlabsdatascientist,bangaloredatascientist
Freshworks,Data Scientist,1.0,Bangalore,"₹53,85,118/yr",₹,5385118,yr,5385118,freshworks,datascientist,bangalore,freshworksdatascientist,bangaloredatascientist
Gradatim,Data Scientist,1.0,Bangalore,"₹7,22,247/yr",₹,722247,yr,722247,gradatim,datascientist,bangalore,gradatimdatascientist,bangaloredatascientist
Latitude Fintech,Data Scientist,1.0,Bangalore,"₹10,12,266/yr",₹,1012266,yr,1012266,latitudefintech,datascientist,bangalore,latitudefintechdatascientist,bangaloredatascientist
D&B Technologies,Data Scientist,1.0,Bangalore,"₹40,000/mo",₹,40000,mo,480000,dbtechnologies,datascientist,bangalore,dbtechnologiesdatascientist,bangaloredatascientist
LTI,Data Scientist,1.0,Bangalore,"₹2,66,039/yr",₹,266039,yr,266039,lti,datascientist,bangalore,ltidatascientist,bangaloredatascientist
BankBazaar,Data Scientist,1.0,Bangalore,"₹10,22,786/yr",₹,1022786,yr,1022786,bankbazaar,datascientist,bangalore,bankbazaardatascientist,bangaloredatascientist
Rapido,Data Scientist,1.0,Bangalore,"₹31,734/mo",₹,31734,mo,380808,rapido,datascientist,bangalore,rapidodatascientist,bangaloredatascientist
GCC services,Data Scientist,1.0,Bangalore,"₹12,37,215/yr",₹,1237215,yr,1237215,gccservices,datascientist,bangalore,gccservicesdatascientist,bangaloredatascientist
Dayananda Sagar College of Engineering,Data Scientist,1.0,Bangalore,"₹6,18,607/yr",₹,618607,yr,618607,dayanandasagarcollegeofengineering,datascientist,bangalore,dayanandasagarcollegeofengineeringdatascientist,bangaloredatascientist
IceCream Labs,Data Scientist,1.0,Bangalore,"₹25,122/mo",₹,25122,mo,301464,icecreamlabs,datascientist,bangalore,icecreamlabsdatascientist,bangaloredatascientist
Google,Data Scientist,1.0,Bangalore,"₹1,000/hr",₹,1000,hr,8640000,google,datascientist,bangalore,googledatascientist,bangaloredatascientist
First American Financial Corporation,Data Scientist,1.0,Bangalore,"₹8,35,202/yr",₹,835202,yr,835202,firstamericanfinancialcorporation,datascientist,bangalore,firstamericanfinancialcorporationdatascientist,bangaloredatascientist
Pivosys Technologies,Data Scientist,1.0,Bangalore,"₹9,00,000/yr",₹,900000,yr,900000,pivosystechnologies,datascientist,bangalore,pivosystechnologiesdatascientist,bangaloredatascientist
Vmoksha Technologies,Data Scientist,1.0,Bangalore,"₹4,99,807/yr",₹,499807,yr,499807,vmokshatechnologies,datascientist,bangalore,vmokshatechnologiesdatascientist,bangaloredatascientist
AMCORE Financial,Data Scientist,1.0,Bangalore,"₹18,00,000/yr",₹,1800000,yr,1800000,amcorefinancial,datascientist,bangalore,amcorefinancialdatascientist,bangaloredatascientist
HiLabs,Data Scientist,1.0,Bangalore,"₹19,62,026/yr",₹,1962026,yr,1962026,hilabs,datascientist,bangalore,hilabsdatascientist,bangaloredatascientist
Fiserv,Data Scientist,1.0,Bangalore,"₹12,37,215/yr",₹,1237215,yr,1237215,fiserv,datascientist,bangalore,fiservdatascientist,bangaloredatascientist
Swetapadma Das,Data Scientist,1.0,Bangalore,"₹3,00,000/yr",₹,300000,yr,300000,swetapadmadas,datascientist,bangalore,swetapadmadasdatascientist,bangaloredatascientist
Cognizant,Data Scientist,1.0,Bangalore,"₹27,132/mo",₹,27132,mo,325584,cognizant,datascientist,bangalore,cognizantdatascientist,bangaloredatascientist
Darshan Soft-Tech,Data Scientist,1.0,Bangalore,"₹3,06,968/yr",₹,306968,yr,306968,darshansofttech,datascientist,bangalore,darshansofttechdatascientist,bangaloredatascientist
Ziafa Technologies,Data Scientist,1.0,Bangalore,"₹5,71,859/yr",₹,571859,yr,571859,ziafatechnologies,datascientist,bangalore,ziafatechnologiesdatascientist,bangaloredatascientist
Webi7,Data Scientist,1.0,Bangalore,"₹77,905/mo",₹,77905,mo,934860,webi7,datascientist,bangalore,webi7datascientist,bangaloredatascientist
Prakshep,Data Scientist,1.0,Bangalore,"₹75,251/mo",₹,75251,mo,903012,prakshep,datascientist,bangalore,prakshepdatascientist,bangaloredatascientist
IIT Madras,Data Scientist,1.0,Bangalore,"₹20,00,000/yr",₹,2000000,yr,2000000,iitmadras,datascientist,bangalore,iitmadrasdatascientist,bangaloredatascientist
Deutsche Bank,Data Scientist,1.0,Bangalore,"₹15,39,717/yr",₹,1539717,yr,1539717,deutschebank,datascientist,bangalore,deutschebankdatascientist,bangaloredatascientist
Giftiicon,Data Scientist,1.0,Bangalore,"₹7,92,197/yr",₹,792197,yr,792197,giftiicon,datascientist,bangalore,giftiicondatascientist,bangaloredatascientist
Synechron,Data Scientist,1.0,Bangalore,"₹10,99,231/yr",₹,1099231,yr,1099231,synechron,datascientist,bangalore,synechrondatascientist,bangaloredatascientist
Postman,Data Scientist,1.0,Bangalore,"₹14,54,222/yr",₹,1454222,yr,1454222,postman,datascientist,bangalore,postmandatascientist,bangaloredatascientist
American Express,Data Scientist,1.0,Bangalore,"₹39,345/mo",₹,39345,mo,472140,americanexpress,datascientist,bangalore,americanexpressdatascientist,bangaloredatascientist
Zoomcar,Data Scientist,1.0,Bangalore,"₹12,52,803/yr",₹,1252803,yr,1252803,zoomcar,datascientist,bangalore,zoomcardatascientist,bangaloredatascientist
AmberTAG Analytics,Data Scientist,1.0,Bangalore,"₹3,47,314/yr",₹,347314,yr,347314,ambertaganalytics,datascientist,bangalore,ambertaganalyticsdatascientist,bangaloredatascientist
Cisco Systems,Data Scientist,1.0,Bangalore,"₹11,43,861/yr",₹,1143861,yr,1143861,ciscosystems,datascientist,bangalore,ciscosystemsdatascientist,bangaloredatascientist
Tempworks Services,Data Scientist,1.0,Bangalore,"₹17,00,000/yr",₹,1700000,yr,1700000,tempworksservices,datascientist,bangalore,tempworksservicesdatascientist,bangaloredatascientist
ABC Tech,Data Scientist,1.0,Bangalore,"₹61,068/mo",₹,61068,mo,732816,abctech,datascientist,bangalore,abctechdatascientist,bangaloredatascientist
VIT Infotech,Data Scientist,1.0,Bangalore,"₹9,00,000/yr",₹,900000,yr,900000,vitinfotech,datascientist,bangalore,vitinfotechdatascientist,bangaloredatascientist
Allstate India,Data Scientist,1.0,Bangalore,"₹1,00,325/mo",₹,100325,mo,1203900,allstateindia,datascientist,bangalore,allstateindiadatascientist,bangaloredatascientist
Integra Micro Software Services (P),Data Scientist,1.0,Bangalore,"₹10,13,978/yr",₹,1013978,yr,1013978,integramicrosoftwareservicesp,datascientist,bangalore,integramicrosoftwareservicespdatascientist,bangaloredatascientist
MoneyTap,Data Scientist,1.0,Bangalore,"₹30,97,936/yr",₹,3097936,yr,3097936,moneytap,datascientist,bangalore,moneytapdatascientist,bangaloredatascientist
Siemens Healthineers,Data Scientist,1.0,Bangalore,"₹25,349/mo",₹,25349,mo,304188,siemenshealthineers,datascientist,bangalore,siemenshealthineersdatascientist,bangaloredatascientist
Almug,Data Scientist,1.0,Bangalore,"₹76,161/mo",₹,76161,mo,913932,almug,datascientist,bangalore,almugdatascientist,bangaloredatascientist
Refinitiv,Data Scientist,1.0,Bangalore,"₹42,821/mo",₹,42821,mo,513852,refinitiv,datascientist,bangalore,refinitivdatascientist,bangaloredatascientist
Ragle,Data Scientist,1.0,Bangalore,"₹8,00,000/yr",₹,800000,yr,800000,ragle,datascientist,bangalore,ragledatascientist,bangaloredatascientist
Tata Consultancy Services,Data Scientist,1.0,Bangalore,"₹3,74,688/yr",₹,374688,yr,374688,tataconsultancyservices,datascientist,bangalore,tataconsultancyservicesdatascientist,bangaloredatascientist
eTeam,Data Scientist,1.0,Bangalore,"₹7,00,000/yr",₹,700000,yr,700000,eteam,datascientist,bangalore,eteamdatascientist,bangaloredatascientist
Skit,Data Scientist,1.0,Bangalore,"₹15,00,000/yr",₹,1500000,yr,1500000,skit,datascientist,bangalore,skitdatascientist,bangaloredatascientist
Vois (India),Data Scientist,1.0,Bangalore,"₹17,39,484/yr",₹,1739484,yr,1739484,voisindia,datascientist,bangalore,voisindiadatascientist,bangaloredatascientist
Cyient,Data Scientist,1.0,Bangalore,"₹10,08,616/yr",₹,1008616,yr,1008616,cyient,datascientist,bangalore,cyientdatascientist,bangaloredatascientist
Saankhya Labs,Data Scientist,1.0,Bangalore,"₹16,00,000/yr",₹,1600000,yr,1600000,saankhyalabs,datascientist,bangalore,saankhyalabsdatascientist,bangaloredatascientist
Losch Engineering,Data Scientist,1.0,Bangalore,"₹1,01,227/mo",₹,101227,mo,1214724,loschengineering,datascientist,bangalore,loschengineeringdatascientist,bangaloredatascientist
CAET Project Management Consultants,Data Scientist,1.0,Bangalore,"₹10,00,000/yr",₹,1000000,yr,1000000,caetprojectmanagementconsultants,datascientist,bangalore,caetprojectmanagementconsultantsdatascientist,bangaloredatascientist
AMPROVIT TECHNOLOGIES,Data Scientist,1.0,Bangalore,"₹67,517/mo",₹,67517,mo,810204,amprovittechnologies,datascientist,bangalore,amprovittechnologiesdatascientist,bangaloredatascientist
Centelon,Data Scientist,1.0,Bangalore,"₹5,00,000/yr",₹,500000,yr,500000,centelon,datascientist,bangalore,centelondatascientist,bangaloredatascientist
BCA,Data Scientist,1.0,Bangalore,"₹50,699/mo",₹,50699,mo,608388,bca,datascientist,bangalore,bcadatascientist,bangaloredatascientist
