Company Name,Job Title,Salaries Reported,Location,Salary,Currency,Sal,freq,Tot_sal,Company Name_preprocessed,Job Title_preprocessed,Location_preprocessed,Company_Title,Location_Title
Danske Bank,Data Scientist,1.0,Bangalore,"₹14,51,778/yr",₹,1451778,yr,1451778,danskebank,datascientist,bangalore,danskebankdatascientist,bangaloredatascientist
Lam Research,Data Scientist,1.0,Bangalore,"₹12,03,913/yr",₹,1203913,yr,1203913,lamresearch,datascientist,bangalore,lamresearchdatascientist,bangaloredatascientist
Kiwi labs,Data Scientist,1.0,Bangalore,"₹34,11,087/yr",₹,3411087,yr,3411087,kiwilabs,datascientist,bangalore,kiwilabsdatascientist,bangaloredatascientist
BidMath,Data Scientist,1.0,Bangalore,"₹10,32,645/yr",₹,1032645,yr,1032645,bidmath,datascientist,bangalore,bidmathdatascientist,bangaloredatascientist
Siemens Healthineers,Data Scientist,1.0,Bangalore,"₹20,05,493/yr",₹,2005493,yr,2005493,siemenshealthineers,datascientist,bangalore,siemenshealthineersdatascientist,bangaloredatascientist
Kashish Corporation,Data Scientist,1.0,Bangalore,"₹3,06,968/yr",₹,306968,yr,306968,kashishcorporation,datascientist,bangalore,kashishcorporationdatascientist,bangaloredatascientist
Mu Sigma,Data Scientist,1.0,Bangalore,"₹7,22,247/yr",₹,722247,yr,722247,musigma,datascientist,bangalore,musigmadatascientist,bangaloredatascientist
IITS,Data Scientist,1.0,Bangalore,"₹5,88,795/yr",₹,588795,yr,588795,iits,datascientist,bangalore,iitsdatascientist,bangaloredatascientist
Professional Data Analysts,Data Scientist,1.0,Bangalore,"₹20,09,790/yr",₹,2009790,yr,2009790,professionaldataanalysts,datascientist,bangalore,professionaldataanalystsdatascientist,bangaloredatascientist
CognitiveWorks,Data Scientist,1.0,Bangalore,"₹5,35,268/yr",₹,535268,yr,535268,cognitiveworks,datascientist,bangalore,cognitiveworksdatascientist,bangaloredatascientist
Metteyya Analytics,Data Scientist,1.0,Bangalore,"₹14,51,778/yr",₹,1451778,yr,1451778,metteyyaanalytics,datascientist,bangalore,metteyyaanalyticsdatascientist,bangaloredatascientist
Innominds Software,Data Scientist,1.0,Bangalore,"₹9,39,603/yr",₹,939603,yr,939603,innomindssoftware,datascientist,bangalore,innomindssoftwaredatascientist,bangaloredatascientist
Signify,Data Scientist,1.0,Bangalore,"₹10,12,266/yr",₹,1012266,yr,1012266,signify,datascientist,bangalore,signifydatascientist,bangaloredatascientist
XYZ (Turkey),Data Scientist,1.0,Bangalore,"₹20,09,790/yr",₹,2009790,yr,2009790,xyzturkey,datascientist,bangalore,xyzturkeydatascientist,bangaloredatascientist
Trident Information Systems,Data Scientist,1.0,Bangalore,"₹4,81,741/yr",₹,481741,yr,481741,tridentinformationsystems,datascientist,bangalore,tridentinformationsystemsdatascientist,bangaloredatascientist
Arvind Internet,Data Scientist,1.0,Bangalore,"₹7,00,000/yr",₹,700000,yr,700000,arvindinternet,datascientist,bangalore,arvindinternetdatascientist,bangaloredatascientist
Sunrise Senior Living,Data Scientist,1.0,Bangalore,"₹5,02,448/mo",₹,502448,mo,6029376,sunriseseniorliving,datascientist,bangalore,sunriseseniorlivingdatascientist,bangaloredatascientist
VJTI,Data Scientist,1.0,Bangalore,"₹36,117/mo",₹,36117,mo,433404,vjti,datascientist,bangalore,vjtidatascientist,bangaloredatascientist
VE Commercial Vehicles,Data Scientist,1.0,Bangalore,"₹56,237/mo",₹,56237,mo,674844,vecommercialvehicles,datascientist,bangalore,vecommercialvehiclesdatascientist,bangaloredatascientist
Dozee,Data Scientist,1.0,Bangalore,"₹9,12,580/yr",₹,912580,yr,912580,dozee,datascientist,bangalore,dozeedatascientist,bangaloredatascientist
Levi Strauss,Data Scientist,1.0,Bangalore,"₹4,72,514/yr",₹,472514,yr,472514,levistrauss,datascientist,bangalore,levistraussdatascientist,bangaloredatascientist
Tech Mahindra,Data Scientist,1.0,Bangalore,"₹12,84,643/yr",₹,1284643,yr,1284643,techmahindra,datascientist,bangalore,techmahindradatascientist,bangaloredatascientist
AscentHR Services,Data Scientist,1.0,Bangalore,"₹3,54,237/yr",₹,354237,yr,354237,ascenthrservices,datascientist,bangalore,ascenthrservicesdatascientist,bangaloredatascientist
OnlyGroup Healthcare,Data Scientist,1.0,Bangalore,"₹51,374/mo",₹,51374,mo,616488,onlygrouphealthcare,datascientist,bangalore,onlygrouphealthcaredatascientist,bangaloredatascientist
Snap,Data Scientist,1.0,Bangalore,"₹44,98,962/yr",₹,4498962,yr,4498962,snap,datascientist,bangalore,snapdatascientist,bangaloredatascientist
DataScience.com,Data Scientist,1.0,Bangalore,"₹1,00,490/mo",₹,100490,mo,1205880,datasciencecom,datascientist,bangalore,datasciencecomdatascientist,bangaloredatascientist
WNS,Data Scientist,1.0,Bangalore,"₹13,40,000/yr",₹,1340000,yr,1340000,wns,datascientist,bangalore,wnsdatascientist,bangaloredatascientist
Schlumberger,Data Scientist,1.0,Bangalore,"₹10,88,834/yr",₹,1088834,yr,1088834,schlumberger,datascientist,bangalore,schlumbergerdatascientist,bangaloredatascientist
Atos-Syntel,Data Scientist,1.0,Bangalore,"₹4,09,290/yr",₹,409290,yr,409290,atossyntel,datascientist,bangalore,atossynteldatascientist,bangaloredatascientist
Forec Software Solutions,Data Scientist,1.0,Bangalore,"₹6,13,519/yr",₹,613519,yr,613519,forecsoftwaresolutions,datascientist,bangalore,forecsoftwaresolutionsdatascientist,bangaloredatascientist
Tata Consultancy Services,Data Scientist,30.0,Pune,"₹7,17,331/yr",₹,717331,yr,717331,tataconsultancyservices,datascientist,pune,tataconsultancyservicesdatascientist,punedatascientist
Innoplexus,Data Scientist,17.0,Pune,"₹11,63,186/yr",₹,1163186,yr,1163186,innoplexus,datascientist,pune,innoplexusdatascientist,punedatascientist
IBM,Data Scientist,11.0,Pune,"₹10,36,536/yr",₹,1036536,yr,1036536,ibm,datascientist,pune,ibmdatascientist,punedatascientist
AlgoAnalytics Financial Consultancy,Data Scientist,11.0,Pune,"₹7,42,883/yr",₹,742883,yr,742883,algoanalyticsfinancialconsultancy,datascientist,pune,algoanalyticsfinancialconsultancydatascientist,punedatascientist
ZS Associates,Data Scientist,10.0,Pune,"₹12,94,039/yr",₹,1294039,yr,1294039,zsassociates,datascientist,pune,zsassociatesdatascientist,punedatascientist
Wolters Kluwer,Data Scientist,10.0,Pune,"₹11,54,579/yr",₹,1154579,yr,1154579,wolterskluwer,datascientist,pune,wolterskluwerdatascientist,punedatascientist
Cognizant Technology Solutions,Data Scientist,8.0,Pune,"₹7,65,632/yr",₹,765632,yr,765632,cognizanttechnologysolutions,datascientist,pune,cognizanttechnologysolutionsdatascientist,punedatascientist
Accenture,Data Scientist,7.0,Pune,"₹6,02,937/yr",₹,602937,yr,602937,accenture,datascientist,pune,accenturedatascientist,punedatascientist
Wipro,Data Scientist,7.0,Pune,"₹11,50,000/yr",₹,1150000,yr,1150000,wipro,datascientist,pune,wiprodatascientist,punedatascientist
Zensar Technologies,Data Scientist,7.0,Pune,"₹8,54,957/yr",₹,854957,yr,854957,zensartechnologies,datascientist,pune,zensartechnologiesdatascientist,punedatascientist
Bajaj Finance,Data Scientist,7.0,Pune,"₹9,56,307/yr",₹,956307,yr,956307,bajajfinance,datascientist,pune,bajajfinancedatascientist,punedatascientist
SG Analytics,Data Scientist,7.0,Pune,"₹8,16,946/yr",₹,816946,yr,816946,sganalytics,datascientist,pune,sganalyticsdatascientist,punedatascientist
ThinkBumblebee Analytics,Data Scientist,7.0,Pune,"₹10,70,536/yr",₹,1070536,yr,1070536,thinkbumblebeeanalytics,datascientist,pune,thinkbumblebeeanalyticsdatascientist,punedatascientist
Michelin,Data Scientist,6.0,Pune,"₹11,46,043/yr",₹,1146043,yr,1146043,michelin,datascientist,pune,michelindatascientist,punedatascientist
Tech Mahindra,Data Scientist,5.0,Pune,"₹11,14,163/yr",₹,1114163,yr,1114163,techmahindra,datascientist,pune,techmahindradatascientist,punedatascientist
Schlumberger,Data Scientist,5.0,Pune,"₹20,54,972/yr",₹,2054972,yr,2054972,schlumberger,datascientist,pune,schlumbergerdatascientist,punedatascientist
Merkle,Data Scientist,5.0,Pune,"₹11,34,768/yr",₹,1134768,yr,1134768,merkle,datascientist,pune,merkledatascientist,punedatascientist
Infosys,Data Scientist,4.0,Pune,"₹8,78,252/yr",₹,878252,yr,878252,infosys,datascientist,pune,infosysdatascientist,punedatascientist
Capgemini,Data Scientist,4.0,Pune,"₹8,98,351/yr",₹,898351,yr,898351,capgemini,datascientist,pune,capgeminidatascientist,punedatascientist
LTI,Data Scientist,4.0,Pune,"₹8,14,017/yr",₹,814017,yr,814017,lti,datascientist,pune,ltidatascientist,punedatascientist
First Student,Data Scientist,4.0,Pune,"₹4,25,000/yr",₹,425000,yr,425000,firststudent,datascientist,pune,firststudentdatascientist,punedatascientist
Vodafone,Data Scientist,4.0,Pune,"₹9,40,423/yr",₹,940423,yr,940423,vodafone,datascientist,pune,vodafonedatascientist,punedatascientist
Eaton,Data Scientist,4.0,Pune,"₹11,21,845/yr",₹,1121845,yr,1121845,eaton,datascientist,pune,eatondatascientist,punedatascientist
T-Systems,Data Scientist,4.0,Pune,"₹12,15,906/yr",₹,1215906,yr,1215906,tsystems,datascientist,pune,tsystemsdatascientist,punedatascientist
Coupa Software Inc,Data Scientist,4.0,Pune,"₹10,55,811/yr",₹,1055811,yr,1055811,coupasoftwareinc,datascientist,pune,coupasoftwareincdatascientist,punedatascientist
Aera Technology,Data Scientist,4.0,Pune,"₹16,22,612/yr",₹,1622612,yr,1622612,aeratechnology,datascientist,pune,aeratechnologydatascientist,punedatascientist
ABC,Data Scientist,3.0,Pune,"₹42,249/mo",₹,42249,mo,506988,abc,datascientist,pune,abcdatascientist,punedatascientist
Amdocs,Data Scientist,3.0,Pune,"₹7,18,534/yr",₹,718534,yr,718534,amdocs,datascientist,pune,amdocsdatascientist,punedatascientist
Atos-Syntel,Data Scientist,3.0,Pune,"₹4,23,422/yr",₹,423422,yr,423422,atossyntel,datascientist,pune,atossynteldatascientist,punedatascientist
Barclays,Data Scientist,3.0,Pune,"₹17,33,746/yr",₹,1733746,yr,1733746,barclays,datascientist,pune,barclaysdatascientist,punedatascientist
KPIT Technologies,Data Scientist,3.0,Pune,"₹16,55,120/yr",₹,1655120,yr,1655120,kpittechnologies,datascientist,pune,kpittechnologiesdatascientist,punedatascientist
Credit Suisse,Data Scientist,3.0,Pune,"₹14,21,672/yr",₹,1421672,yr,1421672,creditsuisse,datascientist,pune,creditsuissedatascientist,punedatascientist
Saama Technologies,Data Scientist,3.0,Pune,"₹9,34,857/yr",₹,934857,yr,934857,saamatechnologies,datascientist,pune,saamatechnologiesdatascientist,punedatascientist
Exela Technologies,Data Scientist,3.0,Pune,"₹8,56,429/yr",₹,856429,yr,856429,exelatechnologies,datascientist,pune,exelatechnologiesdatascientist,punedatascientist
Abzooba,Data Scientist,3.0,Pune,"₹18,00,000/yr",₹,1800000,yr,1800000,abzooba,datascientist,pune,abzoobadatascientist,punedatascientist
Linsyssoft Technologies,Data Scientist,3.0,Pune,"₹4,11,680/yr",₹,411680,yr,411680,linsyssofttechnologies,datascientist,pune,linsyssofttechnologiesdatascientist,punedatascientist
HCL Technologies,Data Scientist,2.0,Pune,"₹61,248/mo",₹,61248,mo,734976,hcltechnologies,datascientist,pune,hcltechnologiesdatascientist,punedatascientist
Fresher,Data Scientist,2.0,Pune,"₹51,920/mo",₹,51920,mo,623040,fresher,datascientist,pune,fresherdatascientist,punedatascientist
Axis Bank,Data Scientist,2.0,Pune,"₹2,32,796/mo",₹,232796,mo,2793552,axisbank,datascientist,pune,axisbankdatascientist,punedatascientist
Freelancer,Data Scientist,2.0,Pune,"₹10,01,630/yr",₹,1001630,yr,1001630,freelancer,datascientist,pune,freelancerdatascientist,punedatascientist
Citi,Data Scientist,2.0,Pune,"₹15,77,759/yr",₹,1577759,yr,1577759,citi,datascientist,pune,citidatascientist,punedatascientist
ADP,Data Scientist,2.0,Pune,"₹52,491/mo",₹,52491,mo,629892,adp,datascientist,pune,adpdatascientist,punedatascientist
Birlasoft,Data Scientist,2.0,Pune,"₹52,16,933/yr",₹,5216933,yr,5216933,birlasoft,datascientist,pune,birlasoftdatascientist,punedatascientist
John Deere,Data Scientist,2.0,Pune,"₹14,63,658/yr",₹,1463658,yr,1463658,johndeere,datascientist,pune,johndeeredatascientist,punedatascientist
Xoriant,Data Scientist,2.0,Pune,"₹17,72,001/yr",₹,1772001,yr,1772001,xoriant,datascientist,pune,xoriantdatascientist,punedatascientist
GS Lab,Data Scientist,2.0,Pune,"₹8,34,387/yr",₹,834387,yr,834387,gslab,datascientist,pune,gslabdatascientist,punedatascientist
Searce,Data Scientist,2.0,Pune,"₹8,28,221/yr",₹,828221,yr,828221,searce,datascientist,pune,searcedatascientist,punedatascientist
Globant,Data Scientist,2.0,Pune,"₹1,00,275/mo",₹,100275,mo,1203300,globant,datascientist,pune,globantdatascientist,punedatascientist
e-Zest Solutions,Data Scientist,2.0,Pune,"₹9,32,104/yr",₹,932104,yr,932104,ezestsolutions,datascientist,pune,ezestsolutionsdatascientist,punedatascientist
Datametica,Data Scientist,2.0,Pune,"₹9,83,550/yr",₹,983550,yr,983550,datametica,datascientist,pune,datameticadatascientist,punedatascientist
Vyom Labs,Data Scientist,2.0,Pune,"₹25,446/mo",₹,25446,mo,305352,vyomlabs,datascientist,pune,vyomlabsdatascientist,punedatascientist
Vishwakarma Institute of Technology,Data Scientist,2.0,Pune,₹602/hr,₹,602,hr,5201280,vishwakarmainstituteoftechnology,datascientist,pune,vishwakarmainstituteoftechnologydatascientist,punedatascientist
Knorex,Data Scientist,2.0,Pune,"₹53,475/mo",₹,53475,mo,641700,knorex,datascientist,pune,knorexdatascientist,punedatascientist
CanWill Technologies,Data Scientist,2.0,Pune,"₹11,61,602/yr",₹,1161602,yr,1161602,canwilltechnologies,datascientist,pune,canwilltechnologiesdatascientist,punedatascientist
ThinkBridge,Data Scientist,2.0,Pune,"₹63,058/mo",₹,63058,mo,756696,thinkbridge,datascientist,pune,thinkbridgedatascientist,punedatascientist
Coditation Systems,Data Scientist,2.0,Pune,"₹46,977/mo",₹,46977,mo,563724,coditationsystems,datascientist,pune,coditationsystemsdatascientist,punedatascientist
MindBowser Info Solutions,Data Scientist,2.0,Pune,"₹2,83,914/yr",₹,283914,yr,283914,mindbowserinfosolutions,datascientist,pune,mindbowserinfosolutionsdatascientist,punedatascientist
Climate Connect,Data Scientist,2.0,Pune,"₹7,31,758/yr",₹,731758,yr,731758,climateconnect,datascientist,pune,climateconnectdatascientist,punedatascientist
Tech9,Data Scientist,2.0,Pune,"₹16,87,208/yr",₹,1687208,yr,1687208,tech9,datascientist,pune,tech9datascientist,punedatascientist
Eagle TK Infotech,Data Scientist,2.0,Pune,"₹7,13,466/yr",₹,713466,yr,713466,eagletkinfotech,datascientist,pune,eagletkinfotechdatascientist,punedatascientist
Fusion Practices,Data Scientist,2.0,Pune,"₹56,250/mo",₹,56250,mo,675000,fusionpractices,datascientist,pune,fusionpracticesdatascientist,punedatascientist
Xeco,Data Scientist,2.0,Pune,"₹4,99,961/yr",₹,499961,yr,499961,xeco,datascientist,pune,xecodatascientist,punedatascientist
DeepTek Medical Imaging,Data Scientist,2.0,Pune,"₹8,95,000/yr",₹,895000,yr,895000,deeptekmedicalimaging,datascientist,pune,deeptekmedicalimagingdatascientist,punedatascientist
vElement,Data Scientist,2.0,Pune,"₹2,53,851/yr",₹,253851,yr,253851,velement,datascientist,pune,velementdatascientist,punedatascientist
Asquared IoT,Data Scientist,2.0,Pune,"₹6,37,645/yr",₹,637645,yr,637645,asquarediot,datascientist,pune,asquarediotdatascientist,punedatascientist
HiLabs (MD),Data Scientist,2.0,Pune,"₹19,54,650/yr",₹,1954650,yr,1954650,hilabsmd,datascientist,pune,hilabsmddatascientist,punedatascientist
Jash Data Sciences,Data Scientist,2.0,Pune,"₹6,69,083/yr",₹,669083,yr,669083,jashdatasciences,datascientist,pune,jashdatasciencesdatascientist,punedatascientist
HiLabs,Data Scientist,2.0,Pune,"₹18,33,778/yr",₹,1833778,yr,1833778,hilabs,datascientist,pune,hilabsdatascientist,punedatascientist
Tata Consultancy Services,Data Scientist,1.0,Pune,"₹25,000/mo",₹,25000,mo,300000,tataconsultancyservices,datascientist,pune,tataconsultancyservicesdatascientist,punedatascientist
Amazon,Data Scientist,1.0,Pune,"₹1,15,884/yr",₹,115884,yr,115884,amazon,datascientist,pune,amazondatascientist,punedatascientist
Amazon,Data Scientist,1.0,Pune,"₹6,19,069/yr",₹,619069,yr,619069,amazon,datascientist,pune,amazondatascientist,punedatascientist
Genpact,Data Scientist,1.0,Pune,"₹16,00,000/yr",₹,1600000,yr,1600000,genpact,datascientist,pune,genpactdatascientist,punedatascientist
Fresher,Data Scientist,1.0,Pune,"₹30,147/mo",₹,30147,mo,361764,fresher,datascientist,pune,fresherdatascientist,punedatascientist
DXC Technology,Data Scientist,1.0,Pune,"₹4,00,000/yr",₹,400000,yr,400000,dxctechnology,datascientist,pune,dxctechnologydatascientist,punedatascientist
KPMG,Data Scientist,1.0,Pune,"₹6,42,322/yr",₹,642322,yr,642322,kpmg,datascientist,pune,kpmgdatascientist,punedatascientist
ABC,Data Scientist,1.0,Pune,"₹1,01,398/mo",₹,101398,mo,1216776,abc,datascientist,pune,abcdatascientist,punedatascientist
Larsen & Toubro,Data Scientist,1.0,Pune,"₹30,000/mo",₹,30000,mo,360000,larsentoubro,datascientist,pune,larsentoubrodatascientist,punedatascientist
Concentrix,Data Scientist,1.0,Pune,"₹2,89,045/mo",₹,289045,mo,3468540,concentrix,datascientist,pune,concentrixdatascientist,punedatascientist
Google,Data Scientist,1.0,Pune,"₹75,71,032/yr",₹,7571032,yr,7571032,google,datascientist,pune,googledatascientist,punedatascientist
Honeywell,Data Scientist,1.0,Pune,"₹14,38,481/yr",₹,1438481,yr,1438481,honeywell,datascientist,pune,honeywelldatascientist,punedatascientist
Persistent Systems,Data Scientist,1.0,Pune,"₹2,141/hr",₹,2141,hr,18498240,persistentsystems,datascientist,pune,persistentsystemsdatascientist,punedatascientist
DONE by NONE,Data Scientist,1.0,Pune,"₹1,00,000/mo",₹,100000,mo,1200000,donebynone,datascientist,pune,donebynonedatascientist,punedatascientist
DONE by NONE,Data Scientist,1.0,Pune,"₹44,44,315/yr",₹,4444315,yr,4444315,donebynone,datascientist,pune,donebynonedatascientist,punedatascientist
DONE by NONE,Data Scientist,1.0,Pune,"₹3,01,469/yr",₹,301469,yr,301469,donebynone,datascientist,pune,donebynonedatascientist,punedatascientist
Siemens,Data Scientist,1.0,Pune,"₹70,000/mo",₹,70000,mo,840000,siemens,datascientist,pune,siemensdatascientist,punedatascientist
Nones,Data Scientist,1.0,Pune,"₹6,00,000/yr",₹,600000,yr,600000,nones,datascientist,pune,nonesdatascientist,punedatascientist
ITC Infotech,Data Scientist,1.0,Pune,"₹6,42,322/yr",₹,642322,yr,642322,itcinfotech,datascientist,pune,itcinfotechdatascientist,punedatascientist
Mahindra,Data Scientist,1.0,Pune,"₹9,05,000/yr",₹,905000,yr,905000,mahindra,datascientist,pune,mahindradatascientist,punedatascientist
